RT(milliseconds),ges.Knolle,ges.Knolle.1,ges.Knolle.2,ges.Knolle.3,ges.Knolle.4,ges.Knolle.5,ges.Knolle.6,ges.Knolle.7,ges.Knolle.8,ges.Knolle.9,ges.Knolle.10,ges.Knolle.11,ges.Knolle.12,ges.Knolle.13,ges.Knolle.14,ges.Knolle.15,ges.Knolle.16,ges.Knolle.17,ges.Knolle.18,ges.Knolle.19,ges.Knolle.20,ges.Knolle.21,ges.Knolle.22,ges.Knolle.23,ges.Knolle.24,ges.Knolle.25,ges.Knolle.26,ges.Knolle.27,ges.Knolle.28,ges.Knolle.29,ges.Knolle.30,ges.Knolle.31,ges.Knolle.32,ges.Knolle.33,ges.Knolle.34,ges.Knolle.35,ges.Knolle.36,ges.Knolle.37,ges.Knolle.38,ges.Knolle.39,ges.Knolle.40,inf.Knolle,inf.Knolle.1,inf.Knolle.2,inf.Knolle.3,inf.Knolle.4,inf.Knolle.5,inf.Knolle.6,inf.Knolle.7,inf.Knolle.8,inf.Knolle.9,inf.Knolle.10,inf.Knolle.11,inf.Knolle.12,inf.Knolle.13,inf.Knolle.14,inf.Knolle.15,inf.Knolle.16,inf.Knolle.17,inf.Knolle.18,inf.Knolle.19,inf.Knolle.20,inf.Knolle.21,inf.Knolle.22,inf.Knolle.23,inf.Knolle.24,inf.Knolle.25,inf.Knolle.26,inf.Knolle.27,inf.Knolle.28,inf.Knolle.29,inf.Knolle.30,inf.Knolle.31,inf.Knolle.32,inf.Knolle.33,inf.Knolle.34
133400,"44,026546","0,0","0,0","39,189926","209,49934","44,275032","0,0","0,0","53,52835","138,31029","0,0","161,74031","0,0","0,0","0,0","645,829","41,298466","0,0","0,0","84,43428","33,170666","0,0","0,0","0,0","172,98888","627,42755","0,0","73,264244","0,0","34,16207","108,84815","0,0","0,0","866,8476","370,91153","32,09686","147,97244","35,822506","40,87939","0,0","54,916","0,0","0,0","0,0","0,0","0,0","51,59127","0,0","0,0","0,0","0,0","0,0","0,0","0,0","67,70799","0,0","0,0","35,059013","0,0","0,0","32,267685","31,446089","65,77192","32,16819","51,12154","0,0","128,33812","48,58891","0,0","84,92295","97,20643","0,0","0,0","0,0","0,0","0,0"
137400,"69,01873","66,53741","178,92119","58,58046","88,85487","101,2599","125,715965","333,57025","34,183567","100,9598","0,0","71,981766","66,92838","40,900627","47,779552","81,14786","56,137733","42,110344","119,861595","86,782814","0,0","0,0","0,0","0,0","515,2273","431,25964","39,783535","362,33075","114,74166","203,64848","34,98137","0,0","0,0","299,08084","596,1179","82,563576","72,08039","39,332615","194,45073","43,559025","129,0071","0,0","0,0","0,0","0,0","0,0","142,19766","0,0","0,0","0,0","0,0","0,0","0,0","0,0","268,8141","0,0","0,0","76,590454","0,0","0,0","48,360672","53,29496","183,31277","176,33923","0,0","0,0","98,50251","55,489445","0,0","209,97374","186,59756","37,15668","0,0","0,0","0,0","0,0"
137500,"54,759113","69,15329","220,52348","67,97969","120,58728","115,03043","108,02944","365,654","33,607117","100,998314","0,0","67,44573","65,22734","39,86029","51,61024","138,88708","60,942154","44,689617","111,48671","91,116264","0,0","0,0","0,0","0,0","441,96176","511,7117","37,69315","400,48865","126,65602","224,80684","34,539158","0,0","0,0","396,8393","605,64514","63,62803","73,75624","39,325745","159,83871","53,18837","94,53338","0,0","0,0","33,325504","0,0","0,0","128,64915","0,0","0,0","0,0","0,0","0,0","0,0","0,0","303,91507","0,0","0,0","85,277","0,0","0,0","53,76466","45,53655","179,09644","198,48894","0,0","0,0","100,49006","54,166237","0,0","229,97734","162,27992","33,73811","0,0","0,0","0,0","0,0"
137600,"53,69903","72,21962","263,77692","76,13847","151,06784","121,53319","87,19753","367,53305","32,99457","98,104485","0,0","65,73006","59,188053","41,916462","52,826397","211,4761","61,402695","48,334717","94,54621","97,554115","0,0","0,0","33,38163","0,0","364,3809","573,70905","32,09721","428,7348","134,2613","251,67447","0,0","0,0","0,0","511,12616","576,90314","53,120644","73,72036","43,533585","123,895515","54,85789","84,9552","0,0","0,0","40,617676","0,0","0,0","125,02242","31,467173","0,0","0,0","0,0","0,0","0,0","0,0","353,50964","0,0","0,0","98,37882","0,0","0,0","60,60479","38,450672","193,47731","220,99617","0,0","0,0","98,88825","52,992653","0,0","259,85422","144,88815","33,872765","0,0","0,0","0,0","0,0"
137700,"52,075165","72,18045","299,46582","79,60013","172,65463","126,92636","73,55078","342,81982","32,026848","79,60379","0,0","67,08088","52,405193","42,21871","51,619625","288,67142","58,891342","52,996216","77,56616","105,31022","0,0","0,0","41,872253","0,0","293,61218","595,7587","0,0","449,62427","134,63113","280,6569","0,0","0,0","0,0","585,2499","514,9667","48,57595","74,024994","47,36046","83,84859","52,062046","79,1008","0,0","0,0","49,332233","0,0","0,0","133,3755","33,615513","0,0","0,0","0,0","0,0","0,0","0,0","385,91922","0,0","0,0","114,19203","0,0","0,0","69,84965","34,38076","218,43752","241,21141","0,0","0,0","92,94668","56,081997","0,0","285,85547","157,25282","36,736942","0,0","0,0","0,0","0,0"
137800,"46,556267","71,74325","320,6447","87,72738","180,51201","136,194","58,843643","298,6689","0,0","66,24343","0,0","66,99462","41,7631","40,2986","48,585636","354,32343","65,30663","58,053936","63,418777","114,28296","0,0","0,0","48,589584","47,30756","230,4915","567,27484","0,0","478,94162","126,62621","308,87137","0,0","0,0","0,0","622,3212","434,86362","52,19785","71,89446","49,912186","59,427647","49,84292","80,905334","0,0","0,0","56,84112","0,0","0,0","145,98592","34,80388","0,0","0,0","0,0","0,0","0,0","0,0","405,56207","0,0","0,0","127,38662","0,0","0,0","72,82742","34,139355","254,21854","267,499","0,0","0,0","97,09774","59,593094","0,0","301,8955","181,8678","40,19426","0,0","0,0","0,0","0,0"
159200,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","140,52252","0,0","0,0","33,4887","0,0","0,0","0,0","0,0","0,0","82,46862","0,0","0,0","0,0","0,0","0,0","55,41019","0,0","0,0","0,0","103,08371","0,0","661,2079","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","873,0623","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0"
159300,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","135,27373","0,0","0,0","0,0","0,0","0,0","0,0","0,0","33,961323","93,01762","0,0","0,0","0,0","0,0","0,0","52,78136","0,0","0,0","0,0","92,76308","0,0","799,9757","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","910,7798","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0"
159400,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","127,48545","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","100,07069","0,0","0,0","0,0","0,0","0,0","44,22365","0,0","0,0","0,0","92,148224","0,0","878,54333","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","940,0231","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","30,094152","0,0","0,0","0,0","0,0","0,0","0,0"
159500,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","118,630196","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","103,06533","0,0","0,0","0,0","0,0","0,0","31,51783","0,0","0,0","0,0","92,828476","0,0","883,374","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","964,51526","0,0","0,0","0,0","0,0","0,0","0,0","0,0","30,81244","0,0","0,0","0,0","0,0","30,780317","0,0","0,0","0,0","0,0","0,0","0,0"
